state,district,year,max_murder
JHARKHAND,JAMSHEDPUR,2010,113
"UTTAR PRADESH",MATHURA,2011,113
"ANDHRA PRADESH",MEDAK,2012,113
"ANDHRA PRADESH",NIZAMABAD,2012,113
"WEST BENGAL",BIRBHUM,2012,113
KARNATAKA,BELGAUM,2002,113
TRIPURA,WEST,2002,113
BIHAR,MOTIHARI,2003,113
"ANDHRA PRADESH",ADILABAD,2004,113
"UTTAR PRADESH",KHIRI,2004,113
ASSAM,DIBRUGARH,2005,113
BIHAR,PURNEA,2005,113
CHHATTISGARH,BIZAPUR,2007,113
MAHARASHTRA,"NAGPUR COMMR.",2001,112
"UTTAR PRADESH",J.P.NAGAR,2001,112
"UTTAR PRADESH",GORAKHPUR,2002,112
MAHARASHTRA,"SOLAPUR RURAL",2003,112
"ANDHRA PRADESH",KURNOOL,2004,112
MAHARASHTRA,"NAGPUR COMMR.",2004,112
"ANDHRA PRADESH",ADILABAD,2007,112
ASSAM,DIBRUGARH,2007,112
BIHAR,BHOJPUR,2007,112
BIHAR,SARAN,2007,112
"UTTAR PRADESH",SITAPUR,2007,112
BIHAR,ROHTAS,2008,112
CHHATTISGARH,BILASPUR,2008,112
CHHATTISGARH,RAIPUR,2008,112
BIHAR,SARAN,2009,112
"WEST BENGAL",JALPAIGURI,2009,112
BIHAR,SARAN,2010,112
CHHATTISGARH,BILASPUR,2011,112
"WEST BENGAL",HOOGHLY,2011,112
BIHAR,SIWAN,2012,112
"MADHYA PRADESH",INDORE,2007,111
BIHAR,BHOJPUR,2010,111
"WEST BENGAL",HOWRAH,2010,111
"ANDHRA PRADESH",KURNOOL,2012,111
MAHARASHTRA,AHMEDNAGAR,2012,111
"ANDHRA PRADESH","HYDERABAD CITY",2001,111
"MADHYA PRADESH",INDORE,2001,111
"UTTAR PRADESH",AZAMGARH,2002,111
"JAMMU & KASHMIR",POONCH,2003,111
MAHARASHTRA,"THANE COMMR.",2003,111
"UTTAR PRADESH",UNNAO,2003,111
"ANDHRA PRADESH",WARANGAL,2004,111
CHHATTISGARH,SARGUJA,2004,111
"WEST BENGAL",MURSHIDABAD,2004,111
BIHAR,MOTIHARI,2005,111
"UTTAR PRADESH",MAINPURI,2005,111
BIHAR,BEGUSARAI,2006,111
BIHAR,MOTIHARI,2007,111
ASSAM,DIBRUGARH,2001,110
BIHAR,VAISHALI,2001,110
MAHARASHTRA,"NASIK RURAL",2003,110
MAHARASHTRA,"PUNE COMMR.",2003,110
"UTTAR PRADESH",AZAMGARH,2004,110
"WEST BENGAL",BURDWAN,2004,110
"ANDHRA PRADESH","EAST GODAVARI",2005,110
"ANDHRA PRADESH",KHAMMAM,2005,110
"WEST BENGAL",BURDWAN,2005,110
"ANDHRA PRADESH",NIZAMABAD,2006,110
"UTTAR PRADESH",MAINPURI,2006,110
CHHATTISGARH,RAIPUR,2007,110
KARNATAKA,BELGAUM,2007,110
BIHAR,ROHTAS,2009,110
"UTTAR PRADESH",ALLAHABAD,2009,110
"UTTAR PRADESH",BADAUN,2009,110
BIHAR,VAISHALI,2011,110
MAHARASHTRA,"PUNE COMMR.",2011,110
ASSAM,KOKRAJHAR,2012,110
MAHARASHTRA,"PUNE COMMR.",2012,110
MAHARASHTRA,"THANE COMMR.",2012,110
"WEST BENGAL","UTTAR DINAJPUR",2012,110
"MADHYA PRADESH",JHABUA,2007,109
"UTTAR PRADESH",AGRA,2008,109
ASSAM,SONITPUR,2009,109
BIHAR,BEGUSARAI,2009,109
BIHAR,SAMASTIPUR,2009,109
ODISHA,KEONJHAR,2009,109
"UTTAR PRADESH",FIROZABAD,2010,109
"ANDHRA PRADESH",ADILABAD,2011,109
JHARKHAND,CHAIBASA,2001,109
"ANDHRA PRADESH",NALGONDA,2002,109
ASSAM,SONITPUR,2002,109
"MADHYA PRADESH",INDORE,2002,109
"ANDHRA PRADESH",CHITTOOR,2003,109
JHARKHAND,GUMLA,2002,108
"UTTAR PRADESH",MAINPURI,2003,108
"WEST BENGAL",JALPAIGURI,2003,108
"ANDHRA PRADESH",KHAMMAM,2004,108
BIHAR,BETTIAH,2004,108
BIHAR,BHOJPUR,2004,108
JHARKHAND,GUMLA,2004,108
"ANDHRA PRADESH",ADILABAD,2005,108
"ANDHRA PRADESH","HYDERABAD CITY",2005,108
GUJARAT,"SURAT COMMR.",2007,108
"UTTAR PRADESH",MAINPURI,2007,108
ASSAM,SIBSAGAR,2008,108
"MADHYA PRADESH",INDORE,2010,108
"ANDHRA PRADESH",KHAMMAM,2011,108
"WEST BENGAL",JALPAIGURI,2011,108
"ANDHRA PRADESH",PRAKASHAM,2012,108
"UTTAR PRADESH",BADAUN,2012,108
BIHAR,VAISHALI,2009,107
"UTTAR PRADESH",SHAHJAHANPUR,2009,107
"ANDHRA PRADESH",GUNTUR,2010,107
MAHARASHTRA,"THANE COMMR.",2010,107
BIHAR,SAMASTIPUR,2011,107
"MADHYA PRADESH",GWALIOR,2011,107
MAHARASHTRA,AHMEDNAGAR,2011,107
MAHARASHTRA,"SOLAPUR RURAL",2011,107
ASSAM,TINSUKIA,2001,107
BIHAR,GOPALGANJ,2001,107
BIHAR,SAMASTIPUR,2001,107
"WEST BENGAL","24 PARGANAS SOUTH",2001,107
BIHAR,BHAGALPUR,2002,107
"UTTAR PRADESH",BIJNOR,2002,107
"ANDHRA PRADESH",ADILABAD,2003,107
ASSAM,DIBRUGARH,2003,107
KARNATAKA,BELGAUM,2003,107
BIHAR,BEGUSARAI,2004,107
"MADHYA PRADESH",INDORE,2004,107
BIHAR,ROHTAS,2005,107
"MADHYA PRADESH",GWALIOR,2006,107
"ANDHRA PRADESH",NIZAMABAD,2001,106
"ANDHRA PRADESH",KHAMMAM,2002,106
"DELHI UT","NORTH WEST",2003,106
KARNATAKA,BELGAUM,2004,106
"ANDHRA PRADESH",PRAKASHAM,2005,106
MAHARASHTRA,"NAGPUR COMMR.",2005,106
MAHARASHTRA,"PUNE COMMR.",2005,106
MAHARASHTRA,"THANE COMMR.",2005,106
CHHATTISGARH,RAIPUR,2006,106
MAHARASHTRA,"THANE COMMR.",2006,106
"ANDHRA PRADESH",WARANGAL,2007,106
BIHAR,VAISHALI,2008,106
"ANDHRA PRADESH",NIZAMABAD,2009,106
JHARKHAND,JAMSHEDPUR,2009,106
KARNATAKA,BELGAUM,2009,106
CHHATTISGARH,BILASPUR,2010,106
JHARKHAND,KHUNTI,2012,106
"WEST BENGAL","PASCHIM MIDNAPUR",2007,105
"UTTAR PRADESH",GORAKHPUR,2010,105
"WEST BENGAL",BANKURA,2010,105
KARNATAKA,"BANGALORE RURAL",2011,105
"UTTAR PRADESH",GORAKHPUR,2011,105
CHHATTISGARH,SARGUJA,2001,105
"ANDHRA PRADESH",CHITTOOR,2002,105
"JAMMU & KASHMIR",DODA,2002,105
"ANDHRA PRADESH",CHITTOOR,2004,105
"ANDHRA PRADESH",CHITTOOR,2005,105
MAHARASHTRA,"NASIK RURAL",2005,105
"UTTAR PRADESH",KHIRI,2006,105
BIHAR,PURNEA,2001,104
"JAMMU & KASHMIR",DODA,2001,104
MAHARASHTRA,"NAGPUR COMMR.",2003,104
JHARKHAND,HAZARIBAGH,2005,104
"MADHYA PRADESH",INDORE,2005,104
ASSAM,DIBRUGARH,2006,104
MAHARASHTRA,"PUNE COMMR.",2006,104
"UTTAR PRADESH",MATHURA,2006,104
KARNATAKA,GULBARGA,2008,104
"UTTAR PRADESH",BULANDSHAHAR,2008,104
"MADHYA PRADESH",GWALIOR,2009,104
RAJASTHAN,ALWAR,2011,104
"ANDHRA PRADESH",KURNOOL,2009,103
"ANDHRA PRADESH",WARANGAL,2009,103
RAJASTHAN,ALWAR,2009,103
"TAMIL NADU",CHENNAI,2010,103
ODISHA,MAYURBHANJ,2011,103
"UTTAR PRADESH",MORADABAD,2011,103
BIHAR,GOPALGANJ,2012,103
"MADHYA PRADESH",JABALPUR,2001,103
"UTTAR PRADESH",SULTANPUR,2001,103
"ANDHRA PRADESH",MEDAK,2002,103
"ANDHRA PRADESH",PRAKASHAM,2004,103
GUJARAT,"SURAT COMMR.",2006,103
"ANDHRA PRADESH",PRAKASHAM,2001,102
"MADHYA PRADESH",GWALIOR,2002,102
KARNATAKA,GULBARGA,2004,102
"UTTAR PRADESH",UNNAO,2005,102
BIHAR,ROHTAS,2006,102
BIHAR,SAMASTIPUR,2006,102
ASSAM,SONITPUR,2007,102
BIHAR,NALANDA,2007,102
"DELHI UT",OUTER,2007,102
JHARKHAND,JAMSHEDPUR,2008,102
JHARKHAND,PALAMU,2008,102
KARNATAKA,"BANGALORE RURAL",2008,102
"WEST BENGAL",NADIA,2008,102
MAHARASHTRA,NANDED,2009,102
CHHATTISGARH,RAIPUR,2010,102
ODISHA,KEONJHAR,2011,102
"UTTAR PRADESH",SITAPUR,2011,102
"ANDHRA PRADESH","HYDERABAD CITY",2012,102
MAHARASHTRA,JALGAON,2012,102
BIHAR,BEGUSARAI,2008,101
RAJASTHAN,ALWAR,2008,101
CHHATTISGARH,RAIPUR,2009,101
GUJARAT,"SURAT COMMR.",2009,101
"ANDHRA PRADESH",NALGONDA,2011,101
KARNATAKA,TUMKUR,2011,101
"UTTAR PRADESH",MATHURA,2012,101
"ANDHRA PRADESH",ADILABAD,2001,101
"ANDHRA PRADESH",CHITTOOR,2001,101
"ANDHRA PRADESH",MEDAK,2001,101
MAHARASHTRA,"NAGPUR RURAL",2001,101
MAHARASHTRA,"SOLAPUR RURAL",2001,101
"UTTAR PRADESH",SAHARANPUR,2001,101
CHHATTISGARH,SARGUJA,2002,101
MAHARASHTRA,AHMEDNAGAR,2003,101
"UTTAR PRADESH",HARDOI,2003,101
"WEST BENGAL",NADIA,2006,101
BIHAR,PURNEA,2007,101
"JAMMU & KASHMIR",POONCH,2001,100
"ANDHRA PRADESH",ADILABAD,2002,100
BIHAR,BANKA,2002,100
BIHAR,BETTIAH,2002,100
BIHAR,SARAN,2002,100
"MADHYA PRADESH",DHAR,2004,100
MAHARASHTRA,"PUNE COMMR.",2004,100
"WEST BENGAL",NADIA,2005,100
BIHAR,BEGUSARAI,2007,100
GUJARAT,"AHMEDABAD COMMR.",2007,100
MAHARASHTRA,"NAGPUR COMMR.",2008,100
"TAMIL NADU",CHENNAI,2008,100
"UTTAR PRADESH",MAINPURI,2008,100
"UTTAR PRADESH",SITAPUR,2009,100
"ANDHRA PRADESH",CHITTOOR,2010,100
KARNATAKA,"BANGALORE RURAL",2010,100
"UTTAR PRADESH","GAUTAMBUDH NAGAR",2010,100
BIHAR,BEGUSARAI,2011,100
GUJARAT,"SURAT COMMR.",2011,100
RAJASTHAN,ALWAR,2012,100
"TAMIL NADU",VILLUPURAM,2012,100
"UTTAR PRADESH",FIROZABAD,2012,100
MAHARASHTRA,AHMEDNAGAR,2007,99
"UTTAR PRADESH",BIJNOR,2007,99
"WEST BENGAL",NADIA,2007,99
ASSAM,DIBRUGARH,2008,99
MAHARASHTRA,"THANE COMMR.",2008,99
"ANDHRA PRADESH",CUDDAPAH,2010,99
"MADHYA PRADESH",GWALIOR,2010,99
BIHAR,BHAGALPUR,2012,99
BIHAR,SAMASTIPUR,2012,99
CHHATTISGARH,BILASPUR,2001,99
BIHAR,VAISHALI,2002,99
"WEST BENGAL",NADIA,2002,99
BIHAR,PURNEA,2003,99
"UTTAR PRADESH",KHIRI,2003,99
BIHAR,VAISHALI,2004,99
"WEST BENGAL",NADIA,2004,99
"MADHYA PRADESH",GWALIOR,2005,99
"ANDHRA PRADESH",ADILABAD,2006,99
BIHAR,VAISHALI,2006,99
GUJARAT,"AHMEDABAD COMMR.",2006,99
KARNATAKA,GULBARGA,2006,99
"WEST BENGAL","PASCHIM MIDNAPUR",2006,99
"ANDHRA PRADESH","EAST GODAVARI",2007,99
GUJARAT,"SURAT COMMR.",2001,98
MAHARASHTRA,"NAGPUR COMMR.",2002,98
ASSAM,SONITPUR,2003,98
"WEST BENGAL",BURDWAN,2003,98
MAHARASHTRA,AHMEDNAGAR,2004,98
"UTTAR PRADESH",GORAKHPUR,2004,98
"ANDHRA PRADESH",CUDDAPAH,2006,98
KARNATAKA,BELGAUM,2006,98
ODISHA,MAYURBHANJ,2007,98
"MADHYA PRADESH",GWALIOR,2008,98
"WEST BENGAL","PASCHIM MIDNAPUR",2008,98
"WEST BENGAL",HOOGHLY,2009,98
"ANDHRA PRADESH",ADILABAD,2010,98
"ANDHRA PRADESH",NIZAMABAD,2010,98
"ANDHRA PRADESH",PRAKASHAM,2010,98
"DELHI UT",OUTER,2010,98
ASSAM,TINSUKIA,2011,98
"WEST BENGAL",MALDA,2011,98
GUJARAT,"SURAT COMMR.",2012,98
"MADHYA PRADESH",JABALPUR,2012,98
"UTTAR PRADESH",GORAKHPUR,2012,98
GUJARAT,"SURAT COMMR.",2008,97
BIHAR,AURANGABAD,2010,97
"UTTAR PRADESH",BADAUN,2011,97
BIHAR,PURNEA,2012,97
BIHAR,SITAMARHI,2012,97
ODISHA,KEONJHAR,2012,97
JHARKHAND,DHANBAD,2001,97
MAHARASHTRA,AHMEDNAGAR,2001,97
"ANDHRA PRADESH","EAST GODAVARI",2002,97
ASSAM,DIBRUGARH,2002,97
BIHAR,MOTIHARI,2002,97
"JAMMU & KASHMIR",RAJOURI,2002,97
MAHARASHTRA,SANGLI,2002,97
BIHAR,BHAGALPUR,2003,97
MAHARASHTRA,"NASIK RURAL",2004,97
TRIPURA,WEST,2004,97
JHARKHAND,DHANBAD,2005,97
"MADHYA PRADESH",BHIND,2005,97
MAHARASHTRA,"SOLAPUR RURAL",2005,97
JHARKHAND,HAZARIBAGH,2006,97
"UTTAR PRADESH",GORAKHPUR,2001,96
BIHAR,AURANGABAD,2002,96
BIHAR,PURNEA,2002,96
"UTTAR PRADESH",FATEHGARH,2002,96
"ANDHRA PRADESH",CUDDAPAH,2004,96
"ANDHRA PRADESH","EAST GODAVARI",2004,96
"ANDHRA PRADESH",NIZAMABAD,2004,96
MAHARASHTRA,"SOLAPUR RURAL",2004,96
"UTTAR PRADESH",MATHURA,2004,96
"ANDHRA PRADESH",CUDDAPAH,2005,96
KARNATAKA,KOLAR,2006,96
"UTTAR PRADESH",UNNAO,2006,96
"ANDHRA PRADESH",CUDDAPAH,2007,96
"WEST BENGAL",BIRBHUM,2008,96
CHHATTISGARH,BILASPUR,2009,96
ODISHA,MAYURBHANJ,2009,96
"TAMIL NADU",CHENNAI,2009,96
"ANDHRA PRADESH",MEDAK,2010,96
ASSAM,TINSUKIA,2010,96
BIHAR,BHOJPUR,2011,96
"UTTAR PRADESH",FIROZABAD,2011,96
"ANDHRA PRADESH",GUNTUR,2012,96
"MADHYA PRADESH",GWALIOR,2012,96
"UTTAR PRADESH",SITAPUR,2012,96
"DELHI UT",OUTER,2012,96
CHHATTISGARH,BIZAPUR,2008,95
"UTTAR PRADESH",MATHURA,2008,95
MAHARASHTRA,"NAGPUR COMMR.",2009,95
"TAMIL NADU","THIRUNELVELI RURAL",2009,95
CHHATTISGARH,RAIPUR,2011,95
GUJARAT,"AHMEDABAD COMMR.",2011,95
RAJASTHAN,BHARATPUR,2011,95
ASSAM,NAGAON,2001,95
KARNATAKA,GULBARGA,2001,95
MAHARASHTRA,"NAGPUR RURAL",2002,95
MAHARASHTRA,"PUNE COMMR.",2002,95
"UTTAR PRADESH",BAGHPAT,2002,95
"ANDHRA PRADESH",CUDDAPAH,2003,95
CHHATTISGARH,BILASPUR,2003,95
"JAMMU & KASHMIR",BARAMULLA,2003,95
"UTTAR PRADESH",FIROZABAD,2003,95
BIHAR,MUNGER,2005,95
CHHATTISGARH,BILASPUR,2006,95
"UTTAR PRADESH",BAGHPAT,2006,95
"WEST BENGAL",MURSHIDABAD,2006,95
UTTARAKHAND,HARIDWAR,2001,94
"TAMIL NADU",DHARMAPURI,2002,94
"ANDHRA PRADESH",PRAKASHAM,2003,94
"UTTAR PRADESH",MATHURA,2003,94
"ANDHRA PRADESH",NELLORE,2004,94
CHHATTISGARH,BILASPUR,2005,94
"UTTAR PRADESH",GORAKHPUR,2005,94
MAHARASHTRA,JALGAON,2007,94
"UTTAR PRADESH",UNNAO,2007,94
ASSAM,SONITPUR,2008,94
BIHAR,BHOJPUR,2009,94
MAHARASHTRA,JALGAON,2010,94
"WEST BENGAL",BIRBHUM,2010,94
"MADHYA PRADESH",SAGAR,2011,94
"TAMIL NADU","THIRUNELVELI RURAL",2011,94
"ANDHRA PRADESH",NELLORE,2012,94
"UTTAR PRADESH",KHIRI,2007,93
"UTTAR PRADESH",BIJNOR,2008,93
"ANDHRA PRADESH",CUDDAPAH,2009,93
"ANDHRA PRADESH","EAST GODAVARI",2009,93
"WEST BENGAL",HOWRAH,2009,93
"ANDHRA PRADESH",KHAMMAM,2010,93
"UTTAR PRADESH",SHAHJAHANPUR,2010,93
CHHATTISGARH,DURG,2011,93
JHARKHAND,PALAMU,2011,93
KARNATAKA,GULBARGA,2011,93
"MADHYA PRADESH",JABALPUR,2011,93
"WEST BENGAL",BIRBHUM,2011,93
"WEST BENGAL",PURULIA,2011,93
KARNATAKA,"BANGALORE RURAL",2012,93
"ANDHRA PRADESH",KHAMMAM,2001,93
BIHAR,BANKA,2001,93
"ANDHRA PRADESH",NIZAMABAD,2002,93
"MADHYA PRADESH",INDORE,2003,93
"WEST BENGAL",NADIA,2003,93
"UTTAR PRADESH",SAHARANPUR,2004,93
BIHAR,BHAGALPUR,2005,93
BIHAR,JAMUI,2005,93
BIHAR,SIWAN,2005,93
BIHAR,SIWAN,2006,93
HARYANA,GURGAON,2006,93
CHHATTISGARH,BILASPUR,2007,93
HARYANA,GURGAON,2007,93
CHHATTISGARH,RAIPUR,2001,92
MAHARASHTRA,"NASIK RURAL",2001,92
"UTTAR PRADESH","GAUTAMBUDH NAGAR",2001,92
"ANDHRA PRADESH",KRISHNA,2002,92
"WEST BENGAL",BURDWAN,2002,92
"WEST BENGAL",JALPAIGURI,2002,92
JHARKHAND,DHANBAD,2003,92
"MADHYA PRADESH",JABALPUR,2003,92
RAJASTHAN,JAIPUR,2003,92
GUJARAT,"AHMEDABAD COMMR.",2004,92
RAJASTHAN,BHARATPUR,2004,92
ASSAM,TINSUKIA,2005,92
CHHATTISGARH,RAIPUR,2005,92
MAHARASHTRA,AHMEDNAGAR,2005,92
"UTTAR PRADESH",FATEHPUR,2005,92
"ANDHRA PRADESH",PRAKASHAM,2006,92
ASSAM,NAGAON,2007,92
BIHAR,BHAGALPUR,2007,92
JHARKHAND,JAMSHEDPUR,2007,92
BIHAR,AURANGABAD,2008,92
KARNATAKA,RAMANAGAR,2008,92
"WEST BENGAL",HOOGHLY,2008,92
"DELHI UT",NORTH-EAST,2008,92
"MADHYA PRADESH",JABALPUR,2009,92
"WEST BENGAL",BIRBHUM,2009,92
MAHARASHTRA,"SOLAPUR RURAL",2012,92
"ANDHRA PRADESH","RANGA REDDY",2008,91
ODISHA,KEONJHAR,2008,91
"WEST BENGAL",BURDWAN,2008,91
"ANDHRA PRADESH",KARIMNAGAR,2009,91
HARYANA,HISSAR,2010,91
MAHARASHTRA,"NASIK RURAL",2010,91
"ANDHRA PRADESH",CHITTOOR,2011,91
ASSAM,NAGAON,2011,91
"MADHYA PRADESH",BHOPAL,2011,91
"ANDHRA PRADESH",CHITTOOR,2012,91
"ANDHRA PRADESH","WEST GODAVARI",2012,91
ASSAM,SONITPUR,2012,91
BIHAR,KATIHAR,2012,91
KARNATAKA,TUMKUR,2012,91
RAJASTHAN,BHARATPUR,2012,91
"WEST BENGAL",BURDWAN,2012,91
RAJASTHAN,JAIPUR,2001,91
"TAMIL NADU",CHENNAI,2001,91
"ANDHRA PRADESH",CUDDAPAH,2002,91
"UTTAR PRADESH",FATEHPUR,2002,91
"UTTAR PRADESH",PILIBHIT,2002,91
"MADHYA PRADESH",GWALIOR,2003,91
RAJASTHAN,BHARATPUR,2003,91
MAHARASHTRA,NANDED,2004,91
RAJASTHAN,BHARATPUR,2005,91
"UTTAR PRADESH",HARDOI,2005,91
JHARKHAND,KHUNTI,2007,91
KARNATAKA,GULBARGA,2007,91
GUJARAT,"AHMEDABAD COMMR.",2001,90
"MADHYA PRADESH",DHAR,2002,90
MAHARASHTRA,"NASIK RURAL",2002,90
"TAMIL NADU",CHENNAI,2002,90
"ANDHRA PRADESH",NIZAMABAD,2003,90
GUJARAT,"AHMEDABAD COMMR.",2003,90
"TAMIL NADU",DHARMAPURI,2003,90
CHHATTISGARH,DURG,2005,90
"UTTAR PRADESH",MATHURA,2005,90
JHARKHAND,JAMSHEDPUR,2006,90
JHARKHAND,PALAMU,2006,90
"WEST BENGAL",BURDWAN,2006,90
"MADHYA PRADESH",SATNA,2007,90
"WEST BENGAL",HOOGHLY,2007,90
BIHAR,BHAGALPUR,2008,90
MAHARASHTRA,"NASIK RURAL",2008,90
BIHAR,KATIHAR,2010,90
"MADHYA PRADESH",SAGAR,2010,90
PUNJAB,"CP LUDHIANA",2010,90
MAHARASHTRA,NANDED,2011,90
"WEST BENGAL",BURDWAN,2011,90
GUJARAT,"AHMEDABAD COMMR.",2012,90
"UTTAR PRADESH",MORADABAD,2012,90
RAJASTHAN,ALWAR,2007,89
CHHATTISGARH,RAIGARH,2008,89
"TAMIL NADU","THIRUNELVELI RURAL",2008,89
BIHAR,KATIHAR,2009,89
JHARKHAND,PALAMU,2010,89
KARNATAKA,GULBARGA,2010,89
KARNATAKA,RAMANAGAR,2010,89
ASSAM,DIBRUGARH,2011,89
HARYANA,GURGAON,2011,89
"UTTAR PRADESH",KHIRI,2011,89
BIHAR,AURANGABAD,2012,89
"UTTAR PRADESH",BIJNOR,2012,89
"UTTAR PRADESH","GAUTAMBUDH NAGAR",2012,89
"UTTAR PRADESH",KHIRI,2012,89
"WEST BENGAL","BKP CP",2012,89
"ANDHRA PRADESH",NELLORE,2001,89
"MADHYA PRADESH",DHAR,2001,89
"UTTAR PRADESH",BAGHPAT,2001,89
"UTTAR PRADESH",RAMPUR,2001,89
"UTTAR PRADESH",SAHARANPUR,2002,89
"ANDHRA PRADESH",KHAMMAM,2003,89
BIHAR,BANKA,2003,89
"UTTAR PRADESH",AZAMGARH,2003,89
"UTTAR PRADESH",FATEHGARH,2004,89
"UTTAR PRADESH",GORAKHPUR,2006,89
BIHAR,ROHTAS,2007,89
"MADHYA PRADESH",SHIVPURI,2001,88
"TAMIL NADU",DHARMAPURI,2001,88
"UTTAR PRADESH",BARABANKI,2001,88
JHARKHAND,DHANBAD,2002,88
BIHAR,NAWADAH,2003,88
CHHATTISGARH,SARGUJA,2003,88
KARNATAKA,GULBARGA,2003,88
"WEST BENGAL",HOOGHLY,2003,88
JHARKHAND,DHANBAD,2004,88
"UTTAR PRADESH",JALAUN,2004,88
"ANDHRA PRADESH",NIZAMABAD,2005,88
ASSAM,NAGAON,2005,88
RAJASTHAN,JAIPUR,2005,88
ASSAM,SONITPUR,2006,88
CHHATTISGARH,DANTEWARA,2006,88
"UTTAR PRADESH",BADAUN,2007,88
"WEST BENGAL",MALDA,2007,88
MAHARASHTRA,NANDED,2008,88
MAHARASHTRA,"SOLAPUR RURAL",2008,88
"TAMIL NADU","COIMBATORE RURAL",2008,88
JHARKHAND,SIMDEGA,2010,88
KARNATAKA,TUMKUR,2010,88
MAHARASHTRA,"NAGPUR COMMR.",2010,88
ODISHA,MAYURBHANJ,2010,88
"ANDHRA PRADESH",GUNTUR,2011,88
"ANDHRA PRADESH",PRAKASHAM,2011,88
BIHAR,AURANGABAD,2011,88
"UTTAR PRADESH","GAUTAMBUDH NAGAR",2011,88
MAHARASHTRA,"NAGPUR COMMR.",2012,88
"TAMIL NADU","THIRUNELVELI RURAL",2012,88
"WEST BENGAL","PASCHIM MIDNAPUR",2012,88
"TAMIL NADU","COIMBATORE RURAL",2007,87
CHHATTISGARH,DURG,2009,87
KARNATAKA,"BANGALORE RURAL",2009,87
"UTTAR PRADESH",MATHURA,2009,87
GUJARAT,"SURAT COMMR.",2010,87
ODISHA,GANJAM,2010,87
"UTTAR PRADESH",BIJNOR,2010,87
"WEST BENGAL","PURAB MIDNAPUR",2010,87
CHHATTISGARH,RAIGARH,2011,87
"TAMIL NADU",KANCHIPURAM,2011,87
"TAMIL NADU",VILLUPURAM,2011,87
"UTTAR PRADESH",SHAHJAHANPUR,2011,87
MAHARASHTRA,"NASIK RURAL",2012,87
ASSAM,KOKRAJHAR,2001,87
"UTTAR PRADESH",RAIBAREILLY,2001,87
ODISHA,SUNDARGARH,2002,87
RAJASTHAN,BHARATPUR,2002,87
"UTTAR PRADESH",RAMPUR,2002,87
"JAMMU & KASHMIR",DODA,2003,87
"MADHYA PRADESH",DHAR,2003,87
"TAMIL NADU",VELLORE,2003,87
ASSAM,SONITPUR,2004,87
"UTTAR PRADESH",FATEHPUR,2004,87
ASSAM,SONITPUR,2005,87
JHARKHAND,JAMSHEDPUR,2005,87
"TAMIL NADU","COIMBATORE RURAL",2005,87
"WEST BENGAL",JALPAIGURI,2005,87
"UTTAR PRADESH",FATEHPUR,2006,87
"UTTAR PRADESH","GAUTAMBUDH NAGAR",2006,87
"UTTAR PRADESH",HARDOI,2006,87
CHHATTISGARH,DANTEWARA,2007,87
ASSAM,SONITPUR,2001,86
"UTTAR PRADESH",HATHRAS,2001,86
CHHATTISGARH,RAIPUR,2002,86
"JAMMU & KASHMIR",ANANTNAG,2002,86
"JAMMU & KASHMIR",SRINAGAR,2002,86
JHARKHAND,HAZARIBAGH,2002,86
"WEST BENGAL","PASCHIM MIDNAPUR",2002,86
BIHAR,SIWAN,2003,86
"JAMMU & KASHMIR",RAJOURI,2003,86
"DELHI UT",SOUTH,2003,86
"JAMMU & KASHMIR",BARAMULLA,2004,86
JHARKHAND,HAZARIBAGH,2004,86
"MADHYA PRADESH",GWALIOR,2004,86
"UTTAR PRADESH",BIJNOR,2004,86
"ANDHRA PRADESH",NELLORE,2005,86
GUJARAT,"SURAT COMMR.",2005,86
"MADHYA PRADESH",DHAR,2005,86
JHARKHAND,DHANBAD,2006,86
MAHARASHTRA,AHMEDNAGAR,2006,86
"UTTAR PRADESH",BIJNOR,2006,86
"WEST BENGAL",JALPAIGURI,2006,86
"UTTAR PRADESH",HARDOI,2007,86
ASSAM,"GUWAHATI CITY",2009,86
BIHAR,PURNEA,2009,86
JHARKHAND,GIRIDIH,2009,86
"MADHYA PRADESH",CHHINDWARA,2010,86
MAHARASHTRA,BEED,2010,86
MAHARASHTRA,"NAGPUR RURAL",2010,86
"TAMIL NADU",CHENNAISUBURBAN,2010,86
"WEST BENGAL",MALDA,2010,86
BIHAR,PURNEA,2011,86
MAHARASHTRA,"NASIK RURAL",2011,86
"ANDHRA PRADESH",NALGONDA,2012,86
ASSAM,TINSUKIA,2012,86
HARYANA,SONIPAT,2012,86
KARNATAKA,MANDYA,2012,86
ODISHA,GANJAM,2012,86
ODISHA,SUNDARGARH,2007,85
BIHAR,MUNGER,2008,85
GUJARAT,"AHMEDABAD COMMR.",2008,85
"ANDHRA PRADESH",ADILABAD,2009,85
"ANDHRA PRADESH",CHITTOOR,2009,85
ASSAM,TINSUKIA,2009,85
ASSAM,DIBRUGARH,2010,85
CHHATTISGARH,DURG,2010,85
ODISHA,KEONJHAR,2010,85
BIHAR,BHAGALPUR,2011,85
BIHAR,SIWAN,2011,85
JHARKHAND,JAMSHEDPUR,2011,85
ODISHA,GANJAM,2011,85
"UTTAR PRADESH",BIJNOR,2011,85
JHARKHAND,GARHWA,2012,85
JHARKHAND,JAMSHEDPUR,2012,85
"TAMIL NADU",THOOTHUGUDI,2012,85
"WEST BENGAL",KOLKATA,2012,85
MAHARASHTRA,SANGLI,2001,85
RAJASTHAN,ALWAR,2001,85
"UTTAR PRADESH","KANPUR DEHAT",2001,85
